08:55:12 01/01/2020;Wednesday;0.918;0.9180000000000007;1.0;1.463557310118056;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;Now
08:56:12 02/01/2020;Thursday;0.918;0.9180000000000007;1.0;1.463557310118056;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;Now
20:55:29 02/01/2020;Thursday;0.918;0.9180000000000007;1.0;1.463557310118056;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;Now
20:56:09 03/01/2020;Friday;0.918;0.9180000000000007;1.0;1.463557310118056;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;1.0;0.9180000000000007;12.0;1.0;Now
09:55:31 04/01/2020;Saturday;0.918;0.9180000000000007;1.0;1.463557310118056;1.0;0.45708333333333334;0.9180000000000007;5.485;0.45708333333333334;1.0;0.9240000000000007;12.0;1.0;0.45708333333333334;0.9180000000000007;5.485;0.45708333333333334;Now
15:24:37 04/01/2020;Saturday;0.9254;0.9260000000000007;1.0;1.4608216865860115;0.9598928588563383;0.4305555555555556;0.9260000000000007;5.166666666666667;0.4305555555555556;1.0;0.9270000000000007;12.0;1.0;1.0;0.9270000000000007;12.0;1.0;Now
20:34:37 04/01/2020;Saturday;0.928;0.9280000000000007;1.0;1.4601369798755182;0.9498543325905378;0.5933101851851852;0.9280000000000007;7.119722222222222;0.5933101851851852;1.0;0.9300000000000007;12.0;1.0;0.5933101851851852;0.9280000000000007;7.119722222222222;0.5933101851851852;Now
03:41:48 05/01/2020;Sunday;0.9317;0.9320000000000007;1.0;1.4587666023048373;0.9297631446022805;0.5593981481481481;0.9320000000000007;6.712777777777778;0.5593981481481481;1.0;0.9363333333333341;12.0;1.0;0.5593981481481481;0.9320000000000007;6.712777777777778;0.5593981481481481;Now
10:24:34 05/01/2020;Sunday;0.9365;0.9370000000000007;1.0;1.4570518178843193;0.9046225870734181;0.38331018518518517;0.9370000000000007;4.599722222222222;0.38331018518518517;1.0;0.9393333333333341;12.0;1.0;0.9421527777777777;0.9385000000000008;11.305833333333334;0.9421527777777777;Now
15:00:33 05/01/2020;Sunday;0.9397;0.9400000000000007;1.0;1.4560219778561034;0.8895240404776527;0.5588425925925926;0.9400000000000007;6.706111111111111;0.5588425925925926;1.0;0.9405000000000008;12.0;1.0;0.5588425925925926;0.9400000000000007;6.706111111111111;0.5588425925925926;Now
21:42:55 05/01/2020;Sunday;0.9404;0.9410000000000007;1.0;1.4556785359412288;0.8844888179065725;1.0;0.9410000000000007;12.0;1.0;1.0;0.9410000000000007;12.0;1.0;1.0;0.9410000000000007;12.0;1.0;Now
05:15:27 06/01/2020;Monday;0.94;0.9410000000000007;1.0;1.4556785359412288;0.8844888179065725;1.0;0.9410000000000007;12.0;1.0;1.0;0.9410000000000007;12.0;1.0;1.0;0.9410000000000007;12.0;1.0;Now
11:14:55 06/01/2020;Monday;0.9406;0.9410000000000007;1.0;1.4556785359412288;0.8844888179065725;1.0;0.9410000000000007;12.0;1.0;1.0;0.9410000000000007;12.0;1.0;1.0;0.9410000000000007;12.0;1.0;Now
18:31:06 06/01/2020;Monday;0.9389;0.9410000000000007;1.0;1.4556785359412288;0.8844888179065725;1.0;0.9410000000000007;12.0;1.0;1.0;0.9400000000000007;12.0;1.0;1.0;0.9400000000000007;12.0;1.0;Now
23:48:51 06/01/2020;Monday;0.9362;0.9390000000000007;1.0;1.456365338780074;0.894558075636215;1.0;0.9390000000000007;12.0;1.0;1.0;0.9380000000000007;12.0;1.0;1.0;0.9390000000000007;12.0;1.0;Now
07:04:46 07/01/2020;Tuesday;0.9338;0.9370000000000007;1.0;1.4570518178843193;0.9046225870734181;1.0;0.9370000000000007;12.0;1.0;1.0;0.9355000000000007;12.0;1.0;1.0;0.9370000000000007;12.0;1.0;Now
14:11:24 07/01/2020;Tuesday;0.9331;0.9340000000000007;1.0;1.4580809305384936;0.9197104695946126;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;Now
02:19:45 08/01/2020;Wednesday;0.934;0.9340000000000007;1.0;1.4580809305384936;0.9197104695946126;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;Now
08:53:05 08/01/2020;Wednesday;0.9332;0.9340000000000007;1.0;1.4580809305384936;0.9197104695946126;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;Now
14:20:02 08/01/2020;Wednesday;0.9328;0.9340000000000007;1.0;1.4580809305384936;0.9197104695946126;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;Now
20:37:40 08/01/2020;Wednesday;0.9327;0.9340000000000007;1.0;1.4580809305384936;0.9197104695946126;1.0;0.9340000000000007;12.0;1.0;1.0;0.9335000000000007;12.0;1.0;1.0;0.9340000000000007;12.0;1.0;Now
04:01:01 09/01/2020;Thursday;0.9328;0.9330000000000007;1.0;1.4584238067173751;0.9247373978762695;0.5000925925925926;0.9330000000000007;6.001111111111111;0.5000925925925926;1.0;0.9340000000000007;12.0;1.0;0.5000925925925926;0.9330000000000007;6.001111111111111;0.5000925925925926;Now
