18:19:31 30/06/2020;0.1578;;;;;;;
18:19:36 01/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
18:20:01 02/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
18:20:02 03/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
18:20:27 04/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
02:22:12 05/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
02:22:16 06/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
02:22:59 07/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:21:57 07/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:22:01 08/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:22:08 09/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:22:29 10/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:23:25 11/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:23:38 12/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:23:38 13/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:23:40 14/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:23:57 15/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:24:04 16/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:24:24 17/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:24:37 18/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:24:42 19/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:25:00 20/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:25:29 21/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:25:30 22/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:25:39 23/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:25:48 24/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:26:00 25/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:26:07 26/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:26:51 27/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
03:26:52 28/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
00:07:48 29/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
00:07:49 30/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:07:29 30/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:07:30 31/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:07:30 31/07/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:07:34 01/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:07:43 02/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:07:54 03/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
17:08:06 04/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
02:14:58 05/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
02:15:14 06/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
00:14:44 07/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
00:14:44 08/08/2020;0.1578;0.1580000000000001;1.0;0.606630035524124;0.1580000000000001;12.0;0.1580000000000001;12.0
