12:22:08 01/04/2020;Wednesday;0.256;0.2610000000000002;1.0;0.5205766033928146;0.0;1.0;0.2610000000000002;12.0;1.0;1.0;0.2585000000000002;12.0;1.0;1.0;0.2610000000000002;12.0;1.0;Now
19:55:09 01/04/2020;Wednesday;0.2553;0.25600000000000017;1.0;0.5253570214625477;0.0635337689180756;1.0;0.25600000000000017;12.0;1.0;1.0;0.25600000000000017;12.0;1.0;1.0;0.25600000000000017;12.0;1.0;Now
00:40:08 02/04/2020;Thursday;0.2547;0.25600000000000017;1.0;0.5253570214625477;0.0635337689180756;1.0;0.25600000000000017;12.0;1.0;1.0;0.25600000000000017;12.0;1.0;1.0;0.25600000000000017;12.0;1.0;Now
07:14:08 02/04/2020;Thursday;0.2503;0.25600000000000017;1.0;0.5253570214625477;0.0635337689180756;1.0;0.25600000000000017;12.0;1.0;1.0;0.25350000000000017;12.0;1.0;1.0;0.25350000000000017;12.0;1.0;Now
13:06:37 02/04/2020;Thursday;0.2462;0.25100000000000017;1.0;0.5300943312279427;0.12649461032096052;1.0;0.25100000000000017;12.0;1.0;1.0;0.25000000000000017;12.0;1.0;1.0;0.25100000000000017;12.0;1.0;Now
20:14:09 02/04/2020;Thursday;0.2489;0.2490000000000002;1.0;0.5319774431308153;0.15152196038506618;1.0;0.2490000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;Now
02:39:47 03/04/2020;Friday;0.2482;0.2490000000000002;1.0;0.5319774431308153;0.15152196038506618;1.0;0.2490000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;Now
07:50:10 03/04/2020;Friday;0.2483;0.2490000000000002;1.0;0.5319774431308153;0.15152196038506618;1.0;0.2490000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;Now
14:07:09 03/04/2020;Friday;0.2456;0.2490000000000002;1.0;0.5319774431308153;0.15152196038506618;1.0;0.2490000000000002;12.0;1.0;1.0;0.2470000000000002;12.0;1.0;1.0;0.2490000000000002;12.0;1.0;Now
20:49:54 03/04/2020;Friday;0.2439;0.2460000000000002;1.0;0.5347896782848374;0.18889774965968584;1.0;0.2460000000000002;12.0;1.0;1.0;0.24533333333333351;12.0;1.0;1.0;0.2460000000000002;12.0;1.0;Now
01:26:37 04/04/2020;Saturday;0.2429;0.2460000000000002;1.0;0.5347896782848374;0.18889774965968584;1.0;0.2460000000000002;12.0;1.0;1.0;0.2450000000000002;12.0;1.0;1.0;0.2460000000000002;12.0;1.0;Now
08:17:08 04/04/2020;Saturday;0.2383;0.2440000000000002;1.0;0.5366563145999493;0.21370613222548815;1.0;0.2440000000000002;12.0;1.0;1.0;0.24066666666666683;12.0;1.0;1.0;0.2440000000000002;12.0;1.0;Now
13:35:49 04/04/2020;Saturday;0.2371;0.23900000000000018;1.0;0.5412947441089742;0.27535281338817186;1.0;0.23900000000000018;12.0;1.0;1.0;0.23866666666666683;12.0;1.0;1.0;0.23900000000000018;12.0;1.0;Now
19:03:03 04/04/2020;Saturday;0.2341;0.23900000000000018;1.0;0.5412947441089742;0.27535281338817186;1.0;0.23900000000000018;12.0;1.0;1.0;0.2373333333333335;12.0;1.0;1.0;0.23850000000000018;12.0;1.0;Now
23:56:41 04/04/2020;Saturday;0.2328;0.23800000000000018;1.0;0.5422176684690382;0.287618866726148;1.0;0.23800000000000018;12.0;1.0;1.0;0.23650000000000018;12.0;1.0;1.0;0.23650000000000018;12.0;1.0;Now
05:39:51 05/04/2020;Sunday;0.2304;0.23500000000000018;1.0;0.5449770637375483;0.3242923916743418;1.0;0.23500000000000018;12.0;1.0;1.0;0.23300000000000018;12.0;1.0;1.0;0.23500000000000018;12.0;1.0;Now
12:47:22 05/04/2020;Sunday;0.2248;0.23100000000000018;1.0;0.548634668973808;0.37290350528078053;1.0;0.23100000000000018;12.0;1.0;1.0;0.22700000000000017;12.0;1.0;1.0;0.23100000000000018;12.0;1.0;Now
18:31:27 05/04/2020;Sunday;0.223;0.22500000000000017;1.0;0.5540758070878026;0.4452185217799903;1.0;0.22500000000000017;12.0;1.0;1.0;0.2243333333333335;12.0;1.0;1.0;0.22500000000000017;12.0;1.0;Now
23:16:27 05/04/2020;Sunday;0.2204;0.22500000000000017;1.0;0.5540758070878026;0.4452185217799903;1.0;0.22500000000000017;12.0;1.0;1.0;0.22400000000000017;12.0;1.0;1.0;0.22500000000000017;12.0;1.0;Now
06:07:20 06/04/2020;Monday;0.2187;0.22300000000000017;1.0;0.5558776843874917;0.4691662297643613;1.0;0.22300000000000017;12.0;1.0;1.0;0.22100000000000017;12.0;1.0;1.0;0.22300000000000017;12.0;1.0;Now
13:31:51 06/04/2020;Monday;0.2168;0.21900000000000017;1.0;0.5594640292279744;0.5168302627070877;0.8965046296296296;0.21900000000000017;10.758055555555556;0.8965046296296296;1.0;0.21866666666666681;12.0;1.0;0.8965046296296296;0.21900000000000017;10.758055555555556;0.8965046296296296;Now
18:33:24 06/04/2020;Monday;0.216;0.21700000000000016;1.0;0.5612486080160911;0.5405480661892075;0.4776851851851852;0.21700000000000016;5.732222222222222;0.4776851851851852;1.0;0.2193333333333335;12.0;1.0;0.4776851851851852;0.21700000000000016;5.732222222222222;0.4776851851851852;Now
